GSE,title,oragnism,dataset_type,platform,number_of_samples,ftp,sra_run_selector,bioproject
GSE128216,Primary transcriptome and translatome analysis determines transcriptional and translational regulatory elements encoded in the Streptomyces clavuligerus genome,Streptomyces clavuligerus,,GPL26293,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128216/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA526821,PRJNA526821
GSE121933,"RNA m6A-Ythdf1 in dendritic cells triggers anti-tumor immunity (MeRIP-Seq, RIP-Seq and Ribo-Seq in Flt3L-DCs)",Mus musculus,,GPL21273,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121933/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA499089,PRJNA499089
GSE115105,RNA m6A-Ythdf1 in dendritic cells triggers anti-tumor immunity (ribo-seq and m6a-seq in GMDCs),Mus musculus,,GPL21103,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115105/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA473808,PRJNA473808
GSE102315,Nutritional control of protein translation,Homo sapiens,,GPL11154,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102315/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA397422,PRJNA397422
GSE90469,Ribosome profiling of G2019S LRRK2 human dopamine neurons,Homo sapiens,,['GPL20301'],20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90469/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA354729,PRJNA354729
GSE103308,Simultaneous and systematic analysis of cellular and viral gene expression during Enterovirus 71-induced host shutoff,Homo sapiens,,GPL11154,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103308/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA401882,PRJNA401882
GSE66580,Ribosome profiling reveals changes in translational status of soybean transcripts during immature cotyledon development,Glycine max,,GPL15008,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66580/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA277363,PRJNA277363
GSE73357,Heterogeneous ribosomes exist and selectively translate distinct subpools of mRNAs in stem cells,Mus musculus,,GPL19057,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73357/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA297039,PRJNA297039
GSE66929,Myc activation coordinates gene transcription and protein translation responses,Homo sapiens,,GPL11154,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66929/,,
GSE52977,Integrative AUF1 PAR-CLIP analysis uncovers AUF1 roles in translation and genome integrity,Homo sapiens,,GPL9115,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52977/,,
GSE47509,High resolution view of bacteriophage lambda gene expression by ribosome profiling,Escherichia coli str. K-12 substr. MG1655,,GPL15010,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47509/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA205933,PRJNA205933
GSE162043,Direct epitranscriptomic regulation of mammalian translation initiation through N4-acetylcytidine,Oryctolagus cuniculus; Homo sapiens,,4 related Platforms,19,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162043/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA680357,PRJNA680357
GSE158881,Ribosome profiling and RNA-seq of wild-type hippocampal slices,Mus musculus,,GPL19057,19,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158881/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA666888,PRJNA666888
GSE143330,FMRP Control of Ribosome Translocation Promotes Chromatin Modifications and Alternative Splicing of Neuronal Genes Linked to Autism (Steady-state ribosome profiling),Mus musculus,,GPL9185,19,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143330/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA600029,PRJNA600029
GSE109734,"Xrn1 activates transcription, translation and decay of mRNAs encoding membrane proteins",Saccharomyces cerevisiae,,GPL19958,19,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109734/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431807,PRJNA431807
GSE97461,TRAP sequencing of D1 and D2 spiny projection neurons from young and old mice and ribosome profiling in NIH-3T3 cells,Mus musculus,,GPL19057,19,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97461/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA381914,PRJNA381914
GSE84746,Dual randomization of oligonucleotides to reduce the bias in ribosome-profiling libraries,Saccharomyces cerevisiae,,['GPL17143'],19,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84746/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA330982,PRJNA330982
GSE150691,Vigilin/HDLBP promotes translation of endoplasmic reticulum-targeted mRNAs (A549 HDLBP KO and WT),Homo sapiens,,GPL20301,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150691/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA633162,PRJNA633162
GSE148260,Vigilin/HDLBP promotes translation of endoplasmic reticulum-targeted mRNAs (Cell fractionation RNA-seq),Homo sapiens,,GPL20301,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148260/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA623610,PRJNA623610
GSE166214,Cytoplasmic long non-coding RNAs are differentially regulated and translated during human neuronal differentiation,Homo sapiens,,GPL18573,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166214/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA699598,PRJNA699598
GSE155234,nRibo-Seq timecourse in RAW264.7 cells,Mus musculus,,GPL19057,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155234/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA649002,PRJNA649002
GSE174679,Adaptation to chronic ER stress enforces pancreatic beta-cell plasticity,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174679/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA731067,PRJNA731067
GSE155912,The translational landscape of phenylephrine-treated neonatal rat cardiomyocytes [nsRNA-seq],Rattus norvegicus,,GPL24782,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155912/,,
GSE154992,Combined analysis of ribo-seq and rna-seq reveals that Mettl3 regulates embryonic cerebral cortex development in mice by controlling the proliferation and differentiation of neural progenitor cells,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154992/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA648109,PRJNA648109
GSE139910,Neurons Release Serine to Support mRNA Translation in Pancreatic Cancer,Homo sapiens,,GPL20301,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139910/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA587516,PRJNA587516
GSE151688,RRF plays critical roles in ribosome homeostasis in E. coli but has little effect on translational coupling,Escherichia coli str. K-12 substr. MG1655,,GPL18956,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151688/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA636967,PRJNA636967
GSE152664,Genetic circuit characterization by inferring RNA polymerase movement and ribosome usage,Escherichia coli,,GPL14548,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152664/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA640006,PRJNA640006
GSE126660,Epidermal basal cell-specific in vivo ribosome profiling to describe the translation landscape of HrasG12V and Eif2b5,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126660/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA522866,PRJNA522866
GSE143332,FMRP Control of Ribosome Translocation Promotes Chromatin Modifications and Alternative Splicing of Neuronal Genes Linked to Autism (Polysome RNA-seq),Mus musculus,,GPL9185,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143332/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA600027,PRJNA600027
GSE133793,RNA: The translational landscape of ground state pluripotency,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133793/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA552553,PRJNA552553
GSE133792,RFP: The translational landscape of ground state pluripotency,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133792/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA552552,PRJNA552552
GSE124290,CERES is an eIF4E-interacting protein that forms non-canonical translation initiation complexes and modulates translation during the diel cycle in plants,Arabidopsis thaliana,,GPL13222,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124290/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA511473,PRJNA511473
GSE129818,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and FMCD mice Translatomics,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129818/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA532897,PRJNA532897
GSE129816,"Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type, genome-edited MTOR(G4448A)-p.C1483Y, and Torin1-treated Wild type Translatomics",Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129816/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA532893,PRJNA532893
GSE110618,Ribosome profiling uncovers selective mRNA translation associated with eIF2 phosphorylation in erythroid progenitors,Mus musculus,,GPL17021,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110618/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA434112,PRJNA434112
GSE113695,EIF1AX-A113 splice and RAS mutations cooperate to drive thyroid tumorigenesis through ATF4 and c-MYC,Homo sapiens,,GPL11154,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113695/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA453686,PRJNA453686
GSE123539,Ribosomal protein RPL26 is the principal target of UFMylation,Homo sapiens,,GPL20301,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123539/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA509149,PRJNA509149
GSE122039,Translatome and transcriptome analysis of TMA20 (MCT-1) and TMA64 (eIF2D) knockout yeast strains,Saccharomyces cerevisiae,,GPL13821,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122039/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA503203,PRJNA503203
GSE118035,Protein Syndesmos is a novel RNA binding protein that regulates primary cilia formation [Illumina array],Homo sapiens,,GPL10558,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118035/,,
GSE115146,A Novel Class of MicroRNA Recognition Elements That Function Only in Open Reading Frames,Homo sapiens,,['GPL20795'],18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115146/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA473925,PRJNA473925
GSE104506,"Ssd1 and Gcn2 suppress global translational efficiency in replicatively aged yeast, while their activation in young cells extends lifespan",Saccharomyces cerevisiae,,GPL13821,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104506/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA412874,PRJNA412874
GSE97384,mTORC1 balances cellular amino acid supply with demand for protein synthesis through post-transcriptional control of ATF4,Homo sapiens,,GPL11154,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97384/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA381596,PRJNA381596
GSE84112,Global analysis of selenoprotein expression reveals differential roles for Secisbp2 in UGA redefinition and mRNA stabilization,Mus musculus,,GPL13112,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84112/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA328042,PRJNA328042
GSE81269,Ribosome profiling study of Dhh1p overexpression and the dhh1 knockout strain using monosome-protected footprints,Saccharomyces cerevisiae,,['GPL13821'],18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81269/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA321151,PRJNA321151
GSE79664,Regulation of poly(A) tail and translation during the somatic cell cycle,Homo sapiens,,GPL11154,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79664/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA316618,PRJNA316618
GSE63591,N6-methyladenosine Modulates Messenger RNA Translation Efficiency,Homo sapiens,,GPL11154,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63591/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268354,PRJNA268354
GSE62134,HuR- dependent regulation of mRNA splicing is essential for the B cell antibody response [Ribo-Seq],Mus musculus,,['GPL15103'],18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62134/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA263261,PRJNA263261
GSE37114,"LIN28A targets, regulation of microRNA biogenesis, and effect on transcriptome in A3-1 cells",Mus musculus,,4 related Platforms,18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37114/,,
GSE30839,Ribosome Profiling of Mouse Embryonic Stem Cells Reveals the Complexity of Mammalian Proteomes,Mus musculus,,['GPL9250'],18,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30839/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA144149,PRJNA144149
GSE122615,Double Stranded DNA Breaks and Genome Editing Trigger Ribosome Remodeling and Translational Shutdown,Homo sapiens,,GPL20301,17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122615/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA505780,PRJNA505780
GSE152850,Ageing-dependent ribosome pausing and nascent polypeptide aggregation,Saccharomyces cerevisiae; Caenorhabditis elegans,,['GPL21656'],17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152850/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA640641,PRJNA640641
GSE96050,ZFP36 RNA binding proteins restrain T-cell activation kinetics and anti-viral immunity [RNA-seq],Mus musculus,,GPL13112,17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96050/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA378664,PRJNA378664
GSE77617,Operon mRNAs are organized into ORF-centric structures that predict translation efficiency,Escherichia coli,,['GPL14548'],17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77617/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA311041,PRJNA311041
GSE82232,A systematic view on Influenza induced host shut-off,Influenza A virus; Homo sapiens,,['GPL11154'],17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82232/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA324409,PRJNA324409
GSE71333,Genome-wide analysis of Musashi-2 targets reveals novel functions in governing epithelial cell migration,Mus musculus,,GPL13112,17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71333/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA290912,PRJNA290912
GSE50983,MAEL-dependent selective processing of pachytene piRNA precursors and translation of spermiogenic mRNAs,Mus musculus,,GPL13112,17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50983/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA219480,PRJNA219480
GSE42509,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",Homo sapiens,,GPL11154,17,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42509/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA182756,PRJNA182756
GSE150682,Translational control of developmental potency and histone variant transcripts safeguards embryonic stem cell identity,Mus musculus,,['GPL21103'],16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150682/,,
GSE197915,Ribosome profiling assay in METTL16 knockdown and eIF4E2 knockdown cells,Homo sapiens,,GPL24676,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE197nnn/GSE197915/,,
GSE190601,eIF3 and its mRNA-entry-channel arm contribute to the recruitment of mRNAs with long 5'-untranslated regions,Saccharomyces cerevisiae,,GPL17342,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190601/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA787625,PRJNA787625
GSE179274,AAV-delivered suppressor tRNA overcomes a nonsense mutation in mice (ribosome profiling),Homo sapiens; Mus musculus,,['GPL19057'],16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179274/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA743042,PRJNA743042
GSE180669,Ribosome profiling in DDX3X degron cell lines and complementation with sex-linked paralogs,Homo sapiens,,GPL20301,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180669/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA749053,PRJNA749053
GSE167535,Valine tRNA biogenesis and bioavailability regulates mitochondrial complex I levels in acute leukemia [Ribo-Seq],Mus musculus,,GPL21103,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167535/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA704908,PRJNA704908
GSE165536,Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq],Mus musculus,,GPL13112,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165536/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA694918,PRJNA694918
GSE167484,"Innate, translation-dependent silencing of an invasive transposon in Arabidopsis",Arabidopsis thaliana,,GPL17639,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167484/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA704712,PRJNA704712
GSE155233,Ribo-Seq timecourse in RAW264.7 cells upon LPS treatment,Mus musculus,,GPL19057,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155233/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA649003,PRJNA649003
GSE173852,A role for the ribosome-associated complex in activation of the IRE1 branch of UPR,Homo sapiens,,GPL18573,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE173nnn/GSE173852/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA727298,PRJNA727298
GSE164806,Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures,Mus musculus,,GPL24247,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164806/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA692108,PRJNA692108
GSE124609,Cellular proteostasis collapse in mammalian senescence,Homo sapiens,,GPL11154,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124609/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA512837,PRJNA512837
GSE162780,Transcriptome-wide investigation of stop codon readthrough in Saccharomyces cerevisiae,Saccharomyces cerevisiae W303,,GPL27477,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162780/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA683007,PRJNA683007
GSE148636,Dual targeting of DDX3 and eIF4A by the translation inhibitor rocaglamide A,Homo sapiens,,GPL20301,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148636/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA625261,PRJNA625261
GSE157063,Ribosome profiling in DDX3X degron cell lines and covering variants,Homo sapiens,,GPL20301,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE157nnn/GSE157063/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA660002,PRJNA660002
GSE144165,Ribosome recycling by ABCE1 links lysosomal function and iron homeostasis to 3ʹ UTR- directed regulation and nonsense-mediated decay,Homo sapiens,,GPL18573,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144165/,,
GSE139130,Selective Translation Complex Profiling in yeast and human Reveals Staged Initiation and Co-translational  Assembly of Initiation Factor Complexes [Yeast],Saccharomyces cerevisiae,,GPL17342,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139130/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA578566,PRJNA578566
GSE140565,Ribosome profiling and RNA-seq of Fragile X mouse brain cortex,Mus musculus,,GPL19057,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140565/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA590189,PRJNA590189
GSE137626,BacTRAP-based ribosome profiling of murine hypothalamic PNOC neurons,Mus musculus,,GPL21103,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE137nnn/GSE137626/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA566097,PRJNA566097
GSE139097,Binding to the Ribosome by Eukaryotic Initiation Factor 4B Drives Yeast Translational Control in Response to Urea,Saccharomyces cerevisiae,,GPL21656,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139097/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA578373,PRJNA578373
GSE138278,Ribosome profiling of Streptomyces griseus NBRC13350 and Streptomyces venezuelae ATCC15439,Streptomyces griseus; Streptomyces venezuelae,,['GPL27559'],16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138278/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA575265,PRJNA575265
GSE132009,Suppression of ribosomal pausing by eIF5A is necessary to maintain the fidelity of start codon selection (CRISPR screen),Homo sapiens,,GPL18573,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132009/,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA545621,PRJNA545621
